academic_year,school_id,proficiency_level,number_of_students,pct,attending_district_institutional_id,district,school
2018-2019,3221,4,5,0.14705882352941177,1976,Bend-LaPine Administrative SD 1,Westside Village Magnet School at Kingston Elementary School
2018-2019,3221,3,13,0.38235294117647056,1976,Bend-LaPine Administrative SD 1,Westside Village Magnet School at Kingston Elementary School
2018-2019,3221,2,9,0.2647058823529412,1976,Bend-LaPine Administrative SD 1,Westside Village Magnet School at Kingston Elementary School
2018-2019,3221,1,7,0.20588235294117646,1976,Bend-LaPine Administrative SD 1,Westside Village Magnet School at Kingston Elementary School
2018-2019,4680,4,69,0.5702479338842975,1976,Bend-LaPine Administrative SD 1,William E Miller Elementary
2018-2019,4680,3,31,0.256198347107438,1976,Bend-LaPine Administrative SD 1,William E Miller Elementary
2018-2019,4680,2,12,0.09917355371900827,1976,Bend-LaPine Administrative SD 1,William E Miller Elementary
2018-2019,4680,1,9,0.0743801652892562,1976,Bend-LaPine Administrative SD 1,William E Miller Elementary
2018-2019,582,4,1,0.02702702702702703,2088,Bethel SD 52,Clear Lake Elementary School
2018-2019,582,3,6,0.16216216216216217,2088,Bethel SD 52,Clear Lake Elementary School
2018-2019,582,2,11,0.2972972972972973,2088,Bethel SD 52,Clear Lake Elementary School
2018-2019,582,1,19,0.5135135135135135,2088,Bethel SD 52,Clear Lake Elementary School
2018-2019,583,4,3,0.07692307692307693,2088,Bethel SD 52,Danebo Elementary School
2018-2019,583,3,8,0.20512820512820512,2088,Bethel SD 52,Danebo Elementary School
2018-2019,583,2,13,0.3333333333333333,2088,Bethel SD 52,Danebo Elementary School
2018-2019,583,1,15,0.38461538461538464,2088,Bethel SD 52,Danebo Elementary School
2018-2019,584,4,5,0.07352941176470588,2088,Bethel SD 52,Fairfield Elementary School
2018-2019,584,3,11,0.16176470588235295,2088,Bethel SD 52,Fairfield Elementary School
2018-2019,584,2,19,0.27941176470588236,2088,Bethel SD 52,Fairfield Elementary School
2018-2019,584,1,33,0.4852941176470588,2088,Bethel SD 52,Fairfield Elementary School
2018-2019,585,4,14,0.2916666666666667,2088,Bethel SD 52,Irving Elementary School
2018-2019,585,3,12,0.25,2088,Bethel SD 52,Irving Elementary School
2018-2019,585,2,13,0.2708333333333333,2088,Bethel SD 52,Irving Elementary School
2018-2019,585,1,9,0.1875,2088,Bethel SD 52,Irving Elementary School
2018-2019,586,4,1,0.018518518518518517,2088,Bethel SD 52,Malabon Elementary School
2018-2019,586,3,15,0.2777777777777778,2088,Bethel SD 52,Malabon Elementary School
2018-2019,586,2,15,0.2777777777777778,2088,Bethel SD 52,Malabon Elementary School
2018-2019,586,1,23,0.42592592592592593,2088,Bethel SD 52,Malabon Elementary School
2018-2019,2264,4,10,0.13513513513513514,2088,Bethel SD 52,Meadow View School
2018-2019,2264,3,21,0.28378378378378377,2088,Bethel SD 52,Meadow View School
2018-2019,2264,2,26,0.35135135135135137,2088,Bethel SD 52,Meadow View School
2018-2019,2264,1,17,0.22972972972972974,2088,Bethel SD 52,Meadow View School
2018-2019,3567,4,8,0.11940298507462686,2088,Bethel SD 52,Prairie Mountain School
2018-2019,3567,3,23,0.34328358208955223,2088,Bethel SD 52,Prairie Mountain School
2018-2019,3567,2,21,0.31343283582089554,2088,Bethel SD 52,Prairie Mountain School
2018-2019,3567,1,15,0.22388059701492538,2088,Bethel SD 52,Prairie Mountain School
2018-2019,3401,4,2,0.11764705882352941,2095,Blachly SD 90,Triangle Lake Charter School
2018-2019,3401,3,5,0.29411764705882354,2095,Blachly SD 90,Triangle Lake Charter School
2018-2019,3401,2,5,0.29411764705882354,2095,Blachly SD 90,Triangle Lake Charter School
2018-2019,3401,1,5,0.29411764705882354,2095,Blachly SD 90,Triangle Lake Charter School
2018-2019,428,4,NA,NA,2052,Black Butte SD 41,Black Butte Elementary School
2018-2019,428,3,NA,NA,2052,Black Butte SD 41,Black Butte Elementary School
2018-2019,428,2,NA,NA,2052,Black Butte SD 41,Black Butte Elementary School
2018-2019,428,1,NA,NA,2052,Black Butte SD 41,Black Butte Elementary School
2018-2019,236,4,14,0.10144927536231885,1974,Brookings-Harbor SD 17C,Kalmiopsis Elementary School
2018-2019,236,3,36,0.2608695652173913,1974,Brookings-Harbor SD 17C,Kalmiopsis Elementary School
2018-2019,236,2,34,0.2463768115942029,1974,Brookings-Harbor SD 17C,Kalmiopsis Elementary School
2018-2019,236,1,54,0.391304347826087,1974,Brookings-Harbor SD 17C,Kalmiopsis Elementary School
2018-2019,3347,4,NA,NA,1896,Burnt River SD 30J,Burnt River School
2018-2019,3347,3,NA,NA,1896,Burnt River SD 30J,Burnt River School
2018-2019,3347,2,NA,NA,1896,Burnt River SD 30J,Burnt River School
2018-2019,3347,1,NA,NA,1896,Burnt River SD 30J,Burnt River School
2018-2019,406,4,2,0.08333333333333333,2046,Butte Falls SD 91,Butte Falls Charter School
2018-2019,406,3,5,0.20833333333333334,2046,Butte Falls SD 91,Butte Falls Charter School
2018-2019,406,2,8,0.3333333333333333,2046,Butte Falls SD 91,Butte Falls Charter School
2018-2019,406,1,9,0.375,2046,Butte Falls SD 91,Butte Falls Charter School
2018-2019,3400,4,NA,NA,1995,Camas Valley SD 21J,Camas Valley School
2018-2019,3400,3,NA,NA,1995,Camas Valley SD 21J,Camas Valley School
2018-2019,3400,2,NA,NA,1995,Camas Valley SD 21J,Camas Valley School
2018-2019,3400,1,NA,NA,1995,Camas Valley SD 21J,Camas Valley School
2018-2019,92,4,19,0.2602739726027397,1929,Canby SD 86,Carus School
2018-2019,92,3,24,0.3287671232876712,1929,Canby SD 86,Carus School
2018-2019,92,2,16,0.2191780821917808,1929,Canby SD 86,Carus School
2018-2019,92,1,14,0.1917808219178082,1929,Canby SD 86,Carus School
2018-2019,1307,4,2,0.037037037037037035,1929,Canby SD 86,Cecile Trost Elementary School
2018-2019,1307,3,11,0.2037037037037037,1929,Canby SD 86,Cecile Trost Elementary School
2018-2019,1307,2,14,0.25925925925925924,1929,Canby SD 86,Cecile Trost Elementary School
2018-2019,1307,1,27,0.5,1929,Canby SD 86,Cecile Trost Elementary School
2018-2019,124,4,9,0.1875,1929,Canby SD 86,Howard Eccles Elementary School
2018-2019,124,3,19,0.3958333333333333,1929,Canby SD 86,Howard Eccles Elementary School
2018-2019,124,2,13,0.2708333333333333,1929,Canby SD 86,Howard Eccles Elementary School
2018-2019,124,1,7,0.14583333333333334,1929,Canby SD 86,Howard Eccles Elementary School
2018-2019,127,4,11,0.2558139534883721,1929,Canby SD 86,Ninety-One School
2018-2019,127,3,13,0.3023255813953488,1929,Canby SD 86,Ninety-One School
2018-2019,127,2,8,0.18604651162790697,1929,Canby SD 86,Ninety-One School
2018-2019,127,1,11,0.2558139534883721,1929,Canby SD 86,Ninety-One School
2018-2019,4435,4,11,0.14864864864864866,1929,Canby SD 86,Philander Lee Elementary School
2018-2019,4435,3,20,0.2702702702702703,1929,Canby SD 86,Philander Lee Elementary School
2018-2019,4435,2,26,0.35135135135135137,1929,Canby SD 86,Philander Lee Elementary School
2018-2019,4435,1,17,0.22972972972972974,1929,Canby SD 86,Philander Lee Elementary School
2018-2019,122,4,11,0.21568627450980393,1929,Canby SD 86,William Knight Elementary School
2018-2019,122,3,19,0.37254901960784315,1929,Canby SD 86,William Knight Elementary School
2018-2019,122,2,15,0.29411764705882354,1929,Canby SD 86,William Knight Elementary School
2018-2019,122,1,6,0.11764705882352941,1929,Canby SD 86,William Knight Elementary School
2018-2019,719,4,14,0.16666666666666666,2139,Cascade SD 5,Aumsville Elementary School
2018-2019,719,3,28,0.3333333333333333,2139,Cascade SD 5,Aumsville Elementary School
2018-2019,719,2,17,0.20238095238095238,2139,Cascade SD 5,Aumsville Elementary School
2018-2019,719,1,25,0.2976190476190476,2139,Cascade SD 5,Aumsville Elementary School
2018-2019,806,4,9,0.34615384615384615,2139,Cascade SD 5,Cloverdale Elementary School
2018-2019,806,3,7,0.2692307692307692,2139,Cascade SD 5,Cloverdale Elementary School
2018-2019,806,2,7,0.2692307692307692,2139,Cascade SD 5,Cloverdale Elementary School
2018-2019,806,1,3,0.11538461538461539,2139,Cascade SD 5,Cloverdale Elementary School
2018-2019,790,4,11,0.20754716981132076,2139,Cascade SD 5,Turner Elementary School
2018-2019,790,3,19,0.3584905660377358,2139,Cascade SD 5,Turner Elementary School
2018-2019,790,2,13,0.24528301886792453,2139,Cascade SD 5,Turner Elementary School
2018-2019,790,1,10,0.18867924528301888,2139,Cascade SD 5,Turner Elementary School
2018-2019,3649,4,10,0.12195121951219512,2185,Centennial SD 28J,Butler Creek Elementary School
2018-2019,3649,3,27,0.32926829268292684,2185,Centennial SD 28J,Butler Creek Elementary School
2018-2019,3649,2,24,0.2926829268292683,2185,Centennial SD 28J,Butler Creek Elementary School
2018-2019,3649,1,21,0.25609756097560976,2185,Centennial SD 28J,Butler Creek Elementary School
2018-2019,959,4,0,0,2185,Centennial SD 28J,Meadows Elementary
2018-2019,959,3,8,0.19047619047619047,2185,Centennial SD 28J,Meadows Elementary
2018-2019,959,2,11,0.2619047619047619,2185,Centennial SD 28J,Meadows Elementary
2018-2019,959,1,23,0.5476190476190477,2185,Centennial SD 28J,Meadows Elementary
2018-2019,962,4,2,0.047619047619047616,2185,Centennial SD 28J,Oliver Elementary School
2018-2019,962,3,9,0.21428571428571427,2185,Centennial SD 28J,Oliver Elementary School
2018-2019,962,2,8,0.19047619047619047,2185,Centennial SD 28J,Oliver Elementary School
2018-2019,962,1,23,0.5476190476190477,2185,Centennial SD 28J,Oliver Elementary School
2018-2019,963,4,1,0.02564102564102564,2185,Centennial SD 28J,Parklane Elementary School
2018-2019,963,3,8,0.20512820512820512,2185,Centennial SD 28J,Parklane Elementary School
2018-2019,963,2,10,0.2564102564102564,2185,Centennial SD 28J,Parklane Elementary School
2018-2019,963,1,20,0.5128205128205128,2185,Centennial SD 28J,Parklane Elementary School
2018-2019,964,4,4,0.07547169811320754,2185,Centennial SD 28J,Patrick Lynch Elementary
2018-2019,964,3,12,0.22641509433962265,2185,Centennial SD 28J,Patrick Lynch Elementary
2018-2019,964,2,15,0.2830188679245283,2185,Centennial SD 28J,Patrick Lynch Elementary
2018-2019,964,1,22,0.41509433962264153,2185,Centennial SD 28J,Patrick Lynch Elementary
2018-2019,966,4,5,0.0847457627118644,2185,Centennial SD 28J,Pleasant Valley Elementary School
2018-2019,966,3,19,0.3220338983050847,2185,Centennial SD 28J,Pleasant Valley Elementary School
2018-2019,966,2,16,0.2711864406779661,2185,Centennial SD 28J,Pleasant Valley Elementary School
2018-2019,966,1,19,0.3220338983050847,2185,Centennial SD 28J,Pleasant Valley Elementary School
2018-2019,965,4,12,0.15584415584415584,2185,Centennial SD 28J,Powell Butte Elementary School
2018-2019,965,3,17,0.22077922077922077,2185,Centennial SD 28J,Powell Butte Elementary School
2018-2019,965,2,19,0.24675324675324675,2185,Centennial SD 28J,Powell Butte Elementary School
2018-2019,965,1,29,0.37662337662337664,2185,Centennial SD 28J,Powell Butte Elementary School
2018-2019,231,4,3,0.08108108108108109,1972,Central Curry SD 1,Riley Creek Elementary School
2018-2019,231,3,14,0.3783783783783784,1972,Central Curry SD 1,Riley Creek Elementary School
2018-2019,231,2,8,0.21621621621621623,1972,Central Curry SD 1,Riley Creek Elementary School
2018-2019,231,1,12,0.32432432432432434,1972,Central Curry SD 1,Riley Creek Elementary School
2018-2019,1311,4,11,0.2972972972972973,2105,Central Linn SD 552,Central Linn Elementary School
2018-2019,1311,3,11,0.2972972972972973,2105,Central Linn SD 552,Central Linn Elementary School
2018-2019,1311,2,7,0.1891891891891892,2105,Central Linn SD 552,Central Linn Elementary School
2018-2019,1311,1,8,0.21621621621621623,2105,Central Linn SD 552,Central Linn Elementary School
2018-2019,382,4,3,0.036585365853658534,2042,Central Point SD 6,Central Point Elementary School
2018-2019,382,3,22,0.2682926829268293,2042,Central Point SD 6,Central Point Elementary School
2018-2019,382,2,34,0.4146341463414634,2042,Central Point SD 6,Central Point Elementary School
2018-2019,382,1,23,0.2804878048780488,2042,Central Point SD 6,Central Point Elementary School
2018-2019,383,4,4,0.046511627906976744,2042,Central Point SD 6,Jewett Elementary School
2018-2019,383,3,18,0.20930232558139536,2042,Central Point SD 6,Jewett Elementary School
2018-2019,383,2,20,0.23255813953488372,2042,Central Point SD 6,Jewett Elementary School
2018-2019,383,1,44,0.5116279069767442,2042,Central Point SD 6,Jewett Elementary School
2018-2019,384,4,4,0.10526315789473684,2042,Central Point SD 6,Patrick Elementary School
2018-2019,384,3,15,0.39473684210526316,2042,Central Point SD 6,Patrick Elementary School
2018-2019,384,2,7,0.18421052631578946,2042,Central Point SD 6,Patrick Elementary School
2018-2019,384,1,12,0.3157894736842105,2042,Central Point SD 6,Patrick Elementary School
2018-2019,385,4,8,0.0784313725490196,2042,Central Point SD 6,Richardson Elementary School
2018-2019,385,3,31,0.30392156862745096,2042,Central Point SD 6,Richardson Elementary School
2018-2019,385,2,27,0.2647058823529412,2042,Central Point SD 6,Richardson Elementary School
2018-2019,385,1,36,0.35294117647058826,2042,Central Point SD 6,Richardson Elementary School
2018-2019,386,4,2,0.041666666666666664,2042,Central Point SD 6,Sams Valley Elementary School
2018-2019,386,3,15,0.3125,2042,Central Point SD 6,Sams Valley Elementary School
2018-2019,386,2,16,0.3333333333333333,2042,Central Point SD 6,Sams Valley Elementary School
2018-2019,386,1,15,0.3125,2042,Central Point SD 6,Sams Valley Elementary School
2018-2019,3464,4,9,0.1232876712328767,2191,Central SD 13J,Ash Creek Elementary School
2018-2019,3464,3,21,0.2876712328767123,2191,Central SD 13J,Ash Creek Elementary School
2018-2019,3464,2,16,0.2191780821917808,2191,Central SD 13J,Ash Creek Elementary School
2018-2019,3464,1,27,0.3698630136986301,2191,Central SD 13J,Ash Creek Elementary School
2018-2019,998,4,NA,NA,2191,Central SD 13J,Independence Elementary School
2018-2019,998,3,NA,NA,2191,Central SD 13J,Independence Elementary School
2018-2019,998,2,NA,NA,2191,Central SD 13J,Independence Elementary School
2018-2019,998,1,NA,NA,2191,Central SD 13J,Independence Elementary School
2018-2019,999,4,15,0.1744186046511628,2191,Central SD 13J,Monmouth Elementary School
2018-2019,999,3,27,0.313953488372093,2191,Central SD 13J,Monmouth Elementary School
2018-2019,999,2,26,0.3023255813953488,2191,Central SD 13J,Monmouth Elementary School
2018-2019,999,1,18,0.20930232558139536,2191,Central SD 13J,Monmouth Elementary School
2018-2019,163,4,6,0.11320754716981132,1945,Clatskanie SD 6J,Clatskanie Elementary School
2018-2019,163,3,11,0.20754716981132076,1945,Clatskanie SD 6J,Clatskanie Elementary School
2018-2019,163,2,17,0.32075471698113206,1945,Clatskanie SD 6J,Clatskanie Elementary School
2018-2019,163,1,19,0.3584905660377358,1945,Clatskanie SD 6J,Clatskanie Elementary School
2018-2019,103,4,1,0.02631578947368421,1927,Colton SD 53,Colton Elementary School
2018-2019,103,3,9,0.23684210526315788,1927,Colton SD 53,Colton Elementary School
2018-2019,103,2,13,0.34210526315789475,1927,Colton SD 53,Colton Elementary School
2018-2019,103,1,15,0.39473684210526316,1927,Colton SD 53,Colton Elementary School
2018-2019,325,4,3,0.1875,2006,Condon SD 25J,Condon Elementary School
2018-2019,325,3,6,0.375,2006,Condon SD 25J,Condon Elementary School
2018-2019,325,2,3,0.1875,2006,Condon SD 25J,Condon Elementary School
2018-2019,325,1,4,0.25,2006,Condon SD 25J,Condon Elementary School
2018-2019,192,4,17,0.1297709923664122,1965,Coos Bay SD 9,Blossom Gulch Elementary School
2018-2019,192,3,38,0.2900763358778626,1965,Coos Bay SD 9,Blossom Gulch Elementary School
2018-2019,192,2,47,0.35877862595419846,1965,Coos Bay SD 9,Blossom Gulch Elementary School
2018-2019,192,1,29,0.22137404580152673,1965,Coos Bay SD 9,Blossom Gulch Elementary School
2018-2019,3615,4,5,0.2,1965,Coos Bay SD 9,Lighthouse Charter School
2018-2019,3615,3,7,0.28,1965,Coos Bay SD 9,Lighthouse Charter School
2018-2019,3615,2,6,0.24,1965,Coos Bay SD 9,Lighthouse Charter School
2018-2019,3615,1,7,0.28,1965,Coos Bay SD 9,Lighthouse Charter School
2018-2019,196,4,7,0.07954545454545454,1965,Coos Bay SD 9,Madison Elementary School
2018-2019,196,3,26,0.29545454545454547,1965,Coos Bay SD 9,Madison Elementary School
2018-2019,196,2,23,0.26136363636363635,1965,Coos Bay SD 9,Madison Elementary School
2018-2019,196,1,32,0.36363636363636365,1965,Coos Bay SD 9,Madison Elementary School
2018-2019,4079,4,NA,NA,1965,Coos Bay SD 9,Resource Link Charter School
2018-2019,4079,3,NA,NA,1965,Coos Bay SD 9,Resource Link Charter School
2018-2019,4079,2,NA,NA,1965,Coos Bay SD 9,Resource Link Charter School
2018-2019,4079,1,NA,NA,1965,Coos Bay SD 9,Resource Link Charter School
2018-2019,4025,4,28,0.3684210526315789,1964,Coquille SD 8,Coquille Valley Elementary
2018-2019,4025,3,13,0.17105263157894737,1964,Coquille SD 8,Coquille Valley Elementary
2018-2019,4025,2,17,0.2236842105263158,1964,Coquille SD 8,Coquille Valley Elementary
2018-2019,4025,1,18,0.23684210526315788,1964,Coquille SD 8,Coquille Valley Elementary
2018-2019,4857,4,NA,NA,1964,Coquille SD 8,Winter Lakes School
2018-2019,4857,3,NA,NA,1964,Coquille SD 8,Winter Lakes School
2018-2019,4857,2,NA,NA,1964,Coquille SD 8,Winter Lakes School
2018-2019,4857,1,NA,NA,1964,Coquille SD 8,Winter Lakes School
2018-2019,4592,4,13,0.1326530612244898,2186,Corbett SD 39,Corbett School
2018-2019,4592,3,28,0.2857142857142857,2186,Corbett SD 39,Corbett School
2018-2019,4592,2,28,0.2857142857142857,2186,Corbett SD 39,Corbett School
2018-2019,4592,1,29,0.29591836734693877,2186,Corbett SD 39,Corbett School
2018-2019,27,4,21,0.2916666666666667,1901,Corvallis SD 509J,Adams Elementary School
2018-2019,27,3,23,0.3194444444444444,1901,Corvallis SD 509J,Adams Elementary School
2018-2019,27,2,13,0.18055555555555555,1901,Corvallis SD 509J,Adams Elementary School
2018-2019,27,1,15,0.20833333333333334,1901,Corvallis SD 509J,Adams Elementary School
2018-2019,1322,4,11,0.36666666666666664,1901,Corvallis SD 509J,Franklin School
2018-2019,1322,3,9,0.3,1901,Corvallis SD 509J,Franklin School
2018-2019,1322,2,4,0.13333333333333333,1901,Corvallis SD 509J,Franklin School
2018-2019,1322,1,6,0.2,1901,Corvallis SD 509J,Franklin School
2018-2019,30,4,13,0.1780821917808219,1901,Corvallis SD 509J,Garfield Elementary School
2018-2019,30,3,15,0.2054794520547945,1901,Corvallis SD 509J,Garfield Elementary School
2018-2019,30,2,15,0.2054794520547945,1901,Corvallis SD 509J,Garfield Elementary School
2018-2019,30,1,30,0.410958904109589,1901,Corvallis SD 509J,Garfield Elementary School
2018-2019,33,4,31,0.4246575342465753,1901,Corvallis SD 509J,Hoover Elementary School
2018-2019,33,3,23,0.3150684931506849,1901,Corvallis SD 509J,Hoover Elementary School
2018-2019,33,2,11,0.1506849315068493,1901,Corvallis SD 509J,Hoover Elementary School
2018-2019,33,1,8,0.1095890410958904,1901,Corvallis SD 509J,Hoover Elementary School
2018-2019,4637,4,4,0.23529411764705882,1901,Corvallis SD 509J,Inavale Community Partners dba Muddy Creek Charter School
2018-2019,4637,3,10,0.5882352941176471,1901,Corvallis SD 509J,Inavale Community Partners dba Muddy Creek Charter School
2018-2019,4637,2,2,0.11764705882352941,1901,Corvallis SD 509J,Inavale Community Partners dba Muddy Creek Charter School
